0	1	3e-06	1	0	0	0	6.3	0
0	2	1	0	0	0	0	0	0
0	3	0.95	5.2	0	0	0	2.72133	0
0.005	1	3e-06	0.999533	0.0315	0	-0.186708	6.29685	0
0.005	2	1	1.73375e-05	0	0	0.00693503	0	0
0.005	3	0.95	5.2	0.0136067	0	0	2.72133	0
0.01	1	3e-06	0.998133	0.0629686	0	-0.37321	6.28744	0
0.01	2	1	6.93501e-05	4.53665e-08	0	0.0138701	1.81468e-05	0
0.01	3	0.95	5.2	0.0272133	0	0	2.72133	0
0.015	1	3e-06	0.995801	0.0943745	0	-0.559306	6.27179	0
0.015	2	1	0.000156038	2.26833e-07	0	0.0208051	5.44407e-05	0
0.015	3	0.95	5.2	0.04082	0	0	2.72133	0
0.02	1	3e-06	0.99254	0.125687	0	-0.744797	6.24991	0
0.02	2	1	0.0002774	6.35135e-07	0	0.02774	0.000108882	0
0.02	3	0.95	5.2	0.0544267	0	0	2.72133	0
0.025	1	3e-06	0.988353	0.156874	0	-0.929485	6.22184	0
0.025	2	1	0.000433437	1.36101e-06	0	0.0346748	0.00018147	0
0.025	3	0.95	5.2	0.0680333	0	0	2.72133	0
0.03	1	3e-06	0.983245	0.187905	0	-1.11317	6.18759	0
0.03	2	1	0.000624147	2.49518e-06	0	0.0416095	0.000272204	0
0.03	3	0.95	5.2	0.08164	0	0	2.72133	0
0.035	1	3e-06	0.977221	0.21875	0	-1.29567	6.14723	0
0.035	2	1	0.00084953	4.12839e-06	0	0.0485439	0.000381086	0
0.035	3	0.95	5.2	0.0952467	0	0	2.72133	0
0.04	1	3e-06	0.970288	0.249377	0	-1.47678	6.1008	0
0.04	2	1	0.00110958	6.35137e-06	0	0.055478	0.000508113	0
0.04	3	0.95	5.2	0.108853	0	0	2.72133	0
0.045	1	3e-06	0.962453	0.279758	0	-1.65631	6.04835	0
0.045	2	1	0.00140431	9.25483e-06	0	0.0624118	0.000653285	0
0.045	3	0.95	5.2	0.12246	0	0	2.72133	0
0.05	1	3e-06	0.953724	0.309861	0	-1.83408	5.98994	0
0.05	2	1	0.0017337	1.29295e-05	0	0.0693452	0.000816601	0
0.05	3	0.95	5.2	0.136067	0	0	2.72133	0
0.055	1	3e-06	0.944112	0.339657	0	-2.00991	5.92566	0
0.055	2	1	0.00209776	1.74661e-05	0	0.0762782	0.000998061	0
0.055	3	0.95	5.2	0.149673	0	0	2.72133	0
0.06	1	3e-06	0.933625	0.369117	0	-2.1836	5.85557	0
0.06	2	1	0.00249648	2.29554e-05	0	0.0832107	0.00119766	0
0.06	3	0.95	5.2	0.16328	0	0	2.72133	0
0.065	1	3e-06	0.922276	0.398213	0	-2.35498	5.77976	0
0.065	2	1	0.00292986	2.9488e-05	0	0.0901427	0.00141541	0
0.065	3	0.95	5.2	0.176887	0	0	2.72133	0
0.07	1	3e-06	0.910075	0.426915	0	-2.52388	5.69831	0
0.07	2	1	0.0033979	3.71547e-05	0	0.0970741	0.00165129	0
0.07	3	0.95	5.2	0.190493	0	0	2.72133	0
0.075	1	3e-06	0.897036	0.455196	0	-2.69013	5.61132	0
0.075	2	1	0.0039006	4.60461e-05	0	0.104005	0.00190531	0
0.075	3	0.95	5.2	0.2041	0	0	2.72133	0
0.08	1	3e-06	0.883173	0.483028	0	-2.85356	5.51889	0
0.08	2	1	0.00443794	5.62529e-05	0	0.110935	0.00217747	0
0.08	3	0.95	5.2	0.217707	0	0	2.72133	0
0.085	1	3e-06	0.8685	0.510384	0	-3.014	5.42113	0
0.085	2	1	0.00500994	6.78659e-05	0	0.117864	0.00246776	0
0.085	3	0.95	5.2	0.231313	0	0	2.72133	0
0.09	1	3e-06	0.853033	0.537239	0	-3.17131	5.31814	0
0.09	2	1	0.00561658	8.09756e-05	0	0.124793	0.00277618	0
0.09	3	0.95	5.2	0.24492	0	0	2.72133	0
0.095	1	3e-06	0.836787	0.563565	0	-3.32532	5.21003	0
0.095	2	1	0.00625786	9.56728e-05	0	0.131721	0.00310273	0
0.095	3	0.95	5.2	0.258527	0	0	2.72133	0
0.1	1	3e-06	0.819779	0.589339	0	-3.47588	5.09694	0
0.1	2	1	0.00693378	0.000112048	0	0.138648	0.00344741	0
0.1	3	0.95	5.2	0.272133	0	0	2.72133	0
0.105	1	3e-06	0.802028	0.614534	0	-3.62286	4.97897	0
0.105	2	1	0.00764433	0.000130192	0	0.145574	0.00381022	0
0.105	3	0.95	5.2	0.28574	0	0	2.72133	0
0.11	1	3e-06	0.783551	0.639128	0	-3.76611	4.85626	0
0.11	2	1	0.00838951	0.000150195	0	0.152499	0.00419115	0
0.11	3	0.95	5.2	0.299347	0	0	2.72133	0
0.115	1	3e-06	0.764367	0.663096	0	-3.90549	4.72893	0
0.115	2	1	0.00916931	0.000172148	0	0.159423	0.00459019	0
0.115	3	0.95	5.2	0.312953	0	0	2.72133	0
0.12	1	3e-06	0.744495	0.686417	0	-4.04087	4.59713	0
0.12	2	1	0.00998373	0.000196142	0	0.166345	0.00500736	0
0.12	3	0.95	5.2	0.32656	0	0	2.72133	0
0.125	1	3e-06	0.723958	0.709067	0	-4.17213	4.46097	0
0.125	2	1	0.0108328	0.000222267	0	0.173267	0.00544264	0
0.125	3	0.95	5.2	0.340167	0	0	2.72133	0
0.13	1	3e-06	0.702774	0.731026	0	-4.29915	4.32061	0
0.13	2	1	0.0117164	0.000250613	0	0.180188	0.00589603	0
0.13	3	0.95	5.2	0.353773	0	0	2.72133	0
0.135	1	3e-06	0.680966	0.752273	0	-4.4218	4.17619	0
0.135	2	1	0.0126346	0.000281272	0	0.187107	0.00636752	0
0.135	3	0.95	5.2	0.36738	0	0	2.72133	0
0.14	1	3e-06	0.658556	0.772787	0	-4.53998	4.02785	0
0.14	2	1	0.0135875	0.000314333	0	0.194025	0.00685712	0
0.14	3	0.95	5.2	0.380987	0	0	2.72133	0
0.145	1	3e-06	0.635566	0.79255	0	-4.65358	3.87572	0
0.145	2	1	0.0145749	0.000349888	0	0.200942	0.00736482	0
0.145	3	0.95	5.2	0.394593	0	0	2.72133	0
0.15	1	3e-06	0.61202	0.811544	0	-4.76249	3.71998	0
0.15	2	1	0.0155969	0.000388026	0	0.207857	0.00789062	0
0.15	3	0.95	5.2	0.4082	0	0	2.72133	0
0.155	1	3e-06	0.587941	0.82975	0	-4.86661	3.56075	0
0.155	2	1	0.0166534	0.000428838	0	0.214771	0.00843451	0
0.155	3	0.95	5.2	0.421807	0	0	2.72133	0
0.16	1	3e-06	0.563354	0.847151	0	-4.96586	3.39821	0
0.16	2	1	0.0177446	0.000472416	0	0.221684	0.00899648	0
0.16	3	0.95	5.2	0.435413	0	0	2.72133	0
0.165	1	3e-06	0.538283	0.863731	0	-5.06014	3.23249	0
0.165	2	1	0.0188703	0.000518848	0	0.228595	0.00957654	0
0.165	3	0.95	5.2	0.44902	0	0	2.72133	0
0.17	1	3e-06	0.512753	0.879475	0	-5.14936	3.06375	0
0.17	2	1	0.0200305	0.000568225	0	0.235504	0.0101747	0
0.17	3	0.95	5.2	0.462627	0	0	2.72133	0
0.175	1	3e-06	0.486789	0.894368	0	-5.23344	2.89215	0
0.175	2	1	0.0212253	0.000620639	0	0.242412	0.0107909	0
0.175	3	0.95	5.2	0.476233	0	0	2.72133	0
0.18	1	3e-06	0.460418	0.908396	0	-5.31232	2.71785	0
0.18	2	1	0.0224546	0.000676179	0	0.249318	0.0114252	0
0.18	3	0.95	5.2	0.48984	0	0	2.72133	0
0.185	1	3e-06	0.433666	0.921546	0	-5.3859	2.541	0
